speaker,session,task,pitch_mean,pitch_std,pitch_kurt,pitch_skew,formant_1_mean,formant_1_std,formant_1_kurt,formant_1_skew,formant_2_mean,formant_2_std,formant_2_kurt,formant_2_skew,formant_3_mean,formant_3_std,formant_3_kurt,formant_3_skew
65,2,4,115.0190604,0.703489662,8.464573357,0.751812515,550.8403511,0.601219696,3.258915639,1.863272231,1617.427627,0.314675217,-0.645836006,0.553279295,2753.844663,0.186418262,0.386790151,1.21133017
66,1,1,117.774193,0.873514167,6.747733785,0.852950537,561.0987472,0.713113398,4.086431692,1.994013585,1629.959194,0.327208249,0.031232532,0.735927424,2750.774537,0.172337749,1.078667278,1.271997282
66,1,2,130.9317661,0.98861503,9.614189379,1.753777941,588.2412885,0.703475728,3.293806529,1.82114981,1696.902843,0.33325847,-0.406055507,0.41229348,2797.043573,0.176631525,0.969547737,1.276400451
66,1,3,124.9443107,0.829767405,9.010340194,1.250682711,552.9739898,0.685423056,4.850695757,2.159026708,1607.838459,0.326371718,0.187515899,0.757815864,2727.254095,0.17098284,1.512675796,1.354715493
66,1,4,123.985779,0.928106651,17.24234028,3.111135558,562.7129599,0.720278005,2.328130612,1.715449742,1532.712657,0.342804449,-0.547457353,0.841960761,2830.93166,0.187413934,0.247485463,1.028487575
66,2,1,116.7341861,0.912603481,0.774822819,0.22063694,544.7576614,0.70261343,4.71967241,2.117639183,1599.694828,0.324090529,0.245782262,0.810186052,2733.816954,0.167663429,1.347151835,1.263943526
66,2,2,120.2739438,0.812910645,-0.125291481,-0.074902172,563.2123224,0.688481661,3.520242895,1.812313075,1693.716486,0.320308833,-0.418497179,0.428544171,2812.154162,0.171795291,0.721409317,1.129924178
66,2,3,117.2435954,0.791798678,11.38619409,1.351392798,551.0919595,0.691505422,4.930976245,2.130785455,1610.959715,0.327410501,0.207090493,0.785083005,2747.912474,0.164859589,1.351702732,1.268261317
66,2,4,119.0643274,0.778964025,15.19543539,2.273436896,577.6319245,0.75073078,1.357918298,1.525758162,1596.293738,0.36132231,-0.289396226,0.910729424,2860.048003,0.202130757,0.583962995,1.152725011
67,1,1,198.739409,1.333165175,-0.211072184,0.899232991,642.1121131,0.509013375,5.811916131,2.076953586,1800.976229,0.248483246,0.098206623,0.474629421,2803.419145,0.136569107,2.365848476,1.164427552
67,1,2,179.0787906,1.242750868,0.406977342,0.956673827,687.9346127,0.502241156,2.171981446,1.268734121,1820.795227,0.264612011,-0.133958822,0.252883596,2894.044006,0.132821772,2.140517002,0.727864104
67,1,3,162.7945599,1.465404804,0.416630556,1.217086223,671.9351127,0.516842215,4.766170468,1.924884626,1785.802036,0.258121793,0.069754117,0.243185232,2801.143293,0.139659283,1.543791633,0.860212477
67,1,4,195.3312007,0.620553681,-0.887583396,-0.63947592,673.7010155,0.480912437,2.082155825,1.264318697,1707.055607,0.242638539,0.9339958,0.598420026,2814.260906,0.161011202,0.774873371,-0.054944604
67,2,1,195.6028245,1.052316389,-0.749795511,0.480816537,635.3485919,0.48565514,5.660970982,1.996668021,1747.153151,0.242462293,0.53993721,0.402613335,2747.584137,0.138065405,2.136276785,0.891255211
67,2,2,178.8562357,1.012702123,-0.754423048,0.453253117,669.5506068,0.483596436,3.015498867,1.328245798,1789.851848,0.26205778,0.268527538,0.309063184,2824.576932,0.130891458,2.143140402,0.388895058
67,2,3,181.918236,0.975840982,0.595807036,0.65506691,695.1242111,0.492985159,3.409299185,1.508159709,1782.780193,0.25166596,0.21640349,0.375723832,2833.566724,0.130331804,2.21794076,0.649479868
67,2,4,187.7114399,0.679764932,-1.405341815,-0.465986963,699.1584428,0.44908029,0.6511096,0.673044109,1685.512558,0.239190674,1.011206956,0.831421972,2859.76665,0.126848994,1.640386986,-0.072427719
68,1,1,200.7034063,0.757998941,-0.798193483,-0.11250176,633.0202026,0.608308683,4.703703697,1.950293505,1961.891514,0.246739246,-0.068581937,0.114008891,2937.364183,0.127446393,2.230939564,0.529163756
68,1,2,181.5190319,0.804067006,-1.336050598,-0.088786336,619.6384683,0.626274109,3.897962735,1.710562869,2004.573751,0.257652448,-0.296359828,-0.047376038,2982.763658,0.124339802,3.254969422,0.705358949
68,1,3,179.4758264,0.794997227,0.376425826,0.325445527,669.6652082,0.591658113,3.201893018,1.570306784,1905.838197,0.253332948,-0.055798167,-0.010083995,2950.888372,0.124172059,2.717314986,0.554728478
68,1,4,158.4850717,0.791440939,4.624475526,1.250726222,658.9831786,0.586916553,1.616332181,1.191015147,1874.107532,0.234847093,0.511367867,0.649427544,2824.80582,0.148291904,1.714032394,0.740451293
68,2,1,194.4917959,0.868873307,-1.09171474,0.138941023,632.210022,0.644200985,3.22506093,1.699359947,1917.957047,0.260460112,-0.022401435,0.078517901,2895.663359,0.142151087,1.624334655,0.644183974
68,2,2,190.3966046,0.837226662,0.195016418,0.318780087,638.3573004,0.653050668,2.643638256,1.544619126,2023.903008,0.252937554,-0.30960253,-0.070186253,2982.148949,0.139593626,1.761332181,0.642609855
68,2,3,181.4434801,0.840155467,0.242224269,0.413334715,657.7875619,0.620411334,3.410498681,1.687086932,1925.020997,0.256995565,-0.048904054,0.193485268,2904.737464,0.14315757,2.037653399,0.837256925
68,2,4,207.6418074,0.734157165,2.796149825,1.154468214,704.5614225,0.595774175,0.992298437,1.120125182,1866.583859,0.253849565,-0.586567838,0.364892568,2871.39396,0.175743391,1.269047438,0.870055912
69,1,1,212.8829551,0.906197864,-1.100819611,0.122920075,601.3007759,0.509161677,7.722915361,2.530451493,1737.931252,0.238658782,0.842694048,0.554320283,2810.285209,0.12509308,2.955646494,1.278166462
69,1,2,213.2068429,0.859348729,-1.421730491,-0.074393801,598.0746417,0.575857355,5.206609321,2.187125259,1792.835555,0.241217948,0.622790933,0.588587938,2875.368426,0.126191469,2.568475697,1.192290521
69,1,3,214.2941902,0.844796308,-0.368959177,0.20262021,636.0803439,0.497082493,5.987377985,2.259684436,1719.472752,0.243432553,0.826405769,0.782887709,2783.525561,0.127331766,3.181245356,1.448792268
69,1,4,231.839755,0.574715996,3.022582636,0.397797163,589.1304358,0.487637349,7.531913962,2.405711464,1722.873627,0.242812452,1.846856627,1.26485756,2910.151774,0.129018557,2.545405005,1.058399244
69,2,1,213.1147248,0.831605694,-1.378177268,-0.163579145,581.6154463,0.483505734,7.108952404,2.31035793,1688.309103,0.227759968,0.811586103,0.54396333,2714.31558,0.127682913,2.366598519,0.945762514
69,2,2,205.9877871,0.799137703,-1.334092117,-0.184047813,619.7423876,0.489185897,4.686433138,1.819261625,1796.466821,0.239877827,0.041349674,0.373044454,2875.410998,0.12179047,2.343008347,0.544264495
69,2,3,204.7371191,0.730133877,-1.396531361,-0.421513266,628.8952775,0.447985789,6.008839006,1.949114581,1686.745033,0.233209496,0.6870879,0.577650707,2751.243824,0.122105752,2.748509862,1.053391524
69,2,4,229.3734661,0.552598083,1.158841923,-0.579810089,610.5575071,0.423419215,5.189092608,1.67461877,1705.472957,0.218542124,0.439221963,0.809693823,2824.749329,0.127478881,1.108034819,0.234595828
70,1,1,216.6100887,0.863958319,-1.111047977,0.028482075,599.537139,0.492619312,6.349025355,2.057548239,1699.336864,0.252713966,0.519488447,0.601573258,2838.927633,0.125001513,3.500351843,1.043781745
70,1,2,205.6901729,0.853136984,-1.231845575,-0.003596727,603.5547038,0.54040824,4.58218075,1.791991751,1796.277745,0.267481413,-0.141124639,0.24703562,2929.219547,0.118935363,3.644395246,0.796926441
70,1,3,210.4319727,0.776283619,-0.69444563,-0.020309011,640.0230068,0.530044263,5.082713652,1.952037517,1803.368451,0.244689685,0.394484582,0.456512258,2901.261903,0.122800556,4.352006852,1.015941699
70,1,4,219.7369405,0.604810593,2.39854475,0.254269026,643.5588973,0.565197777,4.058242952,1.68527476,1765.263016,0.250757133,0.559110041,0.831839697,2985.138906,0.131663248,2.664687831,0.334439117
70,2,1,210.4109892,1.062962239,-1.352197385,0.337629305,586.2275823,0.545634331,6.142410795,2.155146515,1746.077734,0.246727692,0.549337779,0.529702217,2832.326025,0.134498296,2.869777217,1.007390942
70,2,2,206.7313371,0.750571378,-0.880774643,-0.169645385,620.5655028,0.508697415,4.033870908,1.562362955,1851.47377,0.254151054,-0.24135186,0.154390189,2938.140937,0.121111364,2.529266863,0.450109104
70,2,3,204.9823584,0.769433513,-0.167135034,0.125224957,633.5988846,0.542509577,3.8699713,1.671140184,1827.166406,0.247577083,0.234437697,0.316135044,2927.10697,0.122625669,3.325446505,0.960199331
70,2,4,217.9420382,0.61271536,3.250078108,0.772038255,629.7209746,0.567950016,3.359247661,1.512836457,1819.564425,0.254490803,-0.218339166,0.559378708,2997.089255,0.125281976,2.866916628,0.880255621
71,1,1,168.0079731,0.908839268,0.947533734,0.474665186,637.3089336,0.563341305,6.006567103,2.315345939,1764.272383,0.256794843,0.138792563,0.474887504,2833.486051,0.13630191,2.260188987,0.681024719
71,1,2,170.8638559,0.985589406,1.467230788,0.702597275,634.3768142,0.548540668,4.956232359,2.038564531,1804.10034,0.271174814,-0.356947328,0.191777177,2887.992107,0.142742651,3.117415577,0.466889662
71,1,3,163.8583764,0.950059742,1.133488095,0.62720874,665.6603098,0.565987523,6.231416,2.360760927,1774.685553,0.257799458,0.150786267,0.449176316,2828.941239,0.131395308,2.292993934,0.599237157
71,1,4,178.0263011,0.968226123,4.449597087,1.653735387,643.356281,0.521673546,8.445297397,2.2578224,1772.148456,0.248289546,1.269604188,1.108006523,2948.973275,0.146908049,2.764966767,0.585289579
71,2,1,170.206608,0.988749968,2.364073893,0.859634631,636.4076694,0.59468214,6.511097478,2.431168685,1760.959094,0.259094534,0.099276526,0.478077105,2818.064846,0.137711763,3.193332814,1.105662694
71,2,2,178.4298011,0.986262023,2.310038649,0.968714046,647.4294899,0.56890957,5.412206604,2.140811386,1836.18079,0.26891849,-0.225771817,0.241113454,2918.39395,0.1383273,4.345523723,0.706785234
71,2,3,180.7966549,0.864545444,1.676929354,0.544931601,652.3867244,0.624674688,6.004715971,2.433279574,1777.975178,0.256643582,0.661482973,0.708526523,2839.625894,0.128870903,3.150655482,1.14777407
71,2,4,189.7063856,0.947370671,4.178597191,1.731717887,660.4195651,0.595306884,3.074707356,1.817792892,1846.286352,0.260934706,0.054630239,0.805741748,2969.746297,0.161759473,2.087726972,1.136086837
72,1,1,198.5393298,0.67616603,-0.335518805,-0.364481953,555.6449356,0.646393149,4.318760291,1.994845942,1731.193524,0.255510155,0.415897306,0.542188979,2806.718517,0.144831286,1.74186548,0.82614436
72,1,2,210.3857823,0.72615436,-0.507810768,-0.189093859,565.7970165,0.650745905,4.459304254,2.005808518,1788.88988,0.267664966,-0.199153279,0.247056902,2846.719263,0.134788323,2.239719713,0.909329609
72,1,3,205.8894053,0.648431283,0.282146626,-0.287290125,562.5784965,0.618714146,5.167740187,2.059274839,1754.630551,0.238342219,0.521513371,0.514035762,2810.50659,0.133253585,2.499132351,1.058715258
72,1,4,212.0954201,0.672501159,1.068076699,0.163998736,522.3785456,0.622249392,7.0615083,2.091596952,1623.668636,0.242365034,1.362997229,0.94886402,2726.051389,0.138874269,3.700563513,0.704930104
72,2,1,201.572011,0.779232506,-0.395732401,-0.044786993,560.4718477,0.669507189,5.404816847,2.260678738,1745.980343,0.259797641,0.435116656,0.499222587,2826.584625,0.138402282,1.831752823,0.901204578
72,2,2,210.4324344,0.705201932,0.146883727,-0.057962315,582.3086963,0.661360975,4.25747225,1.993059022,1822.635961,0.265039009,-0.259284642,0.159173625,2916.406115,0.122695477,3.120216136,0.928963587
72,2,3,204.4065779,0.653750105,1.26948425,0.028748863,549.7755948,0.684216126,5.295344843,2.227969935,1765.130936,0.250381921,0.704574517,0.599932089,2841.573582,0.132414623,2.378518097,0.948896613
72,2,4,212.398596,0.657854149,-1.320714467,-0.619173726,502.4648025,0.650800146,8.783966116,2.63763224,1690.13469,0.223479267,1.388237468,0.936762198,2765.477455,0.118858628,4.320516863,1.114259068
73,1,1,176.7433668,1.047511711,-0.458693506,0.536145095,576.7372298,0.599512419,7.200253116,2.600168185,1802.121047,0.237497645,0.941254073,0.746587215,2812.581985,0.128608856,3.426386058,1.316094936
73,1,2,171.5126214,1.103139054,-0.278660365,0.684567199,609.2203587,0.562184406,5.104914773,2.136363875,1845.160199,0.242018151,0.518262645,0.588953517,2885.127257,0.132383026,3.474377616,0.619985501
73,1,3,142.4447174,1.151834975,3.531900687,1.421351865,624.2687467,0.618164019,4.703836493,2.189184585,1832.103867,0.251912111,1.171022363,0.929686979,2907.620846,0.13138507,3.43987713,1.065811978
73,1,4,172.150268,0.731255184,1.239135838,0.201708198,582.3163524,0.641909076,6.29846725,2.368735479,1767.354502,0.206703907,2.244845728,1.457037554,2849.429285,0.139288108,3.527506866,1.028210401
73,2,1,176.7451779,0.915340083,-0.543844245,0.308835335,555.3360781,0.537979352,10.27789821,3.067214802,1782.103548,0.234579762,1.298440054,0.685811312,2780.089514,0.132522251,2.325233348,0.834451952
73,2,2,186.1678203,0.882102713,-0.520347512,0.302050658,581.388646,0.537402597,6.221937053,2.348533492,1837.507461,0.263121676,0.058536382,0.249944388,2911.439604,0.133223077,2.227022405,-0.145475585
73,2,3,181.3656944,1.065822575,0.917228352,0.929420639,599.2404322,0.524907819,7.94284438,2.692271367,1781.728969,0.234477833,1.937498383,1.008185644,2876.544287,0.115816197,3.761441702,0.753611339
73,2,4,204.6411176,0.654210704,2.123973995,0.189979261,604.877747,0.555311853,3.954762022,2.103822163,1778.788122,0.245717715,0.473566267,0.845817977,2921.947995,0.134152649,2.479354952,0.630122673
74,1,1,193.9194458,0.890579649,-0.640439728,0.13469606,622.4110868,0.529206092,7.987706069,2.558900273,1933.200866,0.231704453,0.493488789,0.415295396,2957.854183,0.110258448,3.288502505,0.894850814
74,1,2,186.1059889,0.767839137,-0.956818956,-0.214062248,619.4230445,0.576499467,6.473323458,2.256953229,1948.692865,0.239857467,0.331179402,0.320837878,2971.324821,0.135040068,1.647365205,0.248641383
74,1,3,187.2357437,0.706780289,-0.317756746,-0.354692218,646.8381905,0.530487153,7.133154296,2.429136069,1921.274383,0.233912533,0.472222246,0.532312326,2969.725977,0.111937785,2.392244477,0.409165364
74,1,4,165.2287483,0.855916799,3.990783495,1.114551348,620.7032103,0.510566499,3.905129669,1.680503756,1876.560309,0.188020831,0.513545163,0.732109668,2881.782379,0.118768411,2.219633253,0.89347088
74,2,1,196.6359719,0.805050869,-0.409134461,0.058288978,617.9912985,0.500601649,8.398335092,2.518542655,1925.153165,0.234475767,0.359257038,0.28517533,2960.872014,0.111456989,2.810478969,0.47954868
74,2,2,186.4988725,0.952355924,-1.194233874,0.153725122,623.0658739,0.537366344,5.986436618,2.136365428,1968.984034,0.222840835,0.610682264,0.413793188,3008.065722,0.122664934,2.15255108,0.236102398
74,2,3,186.9784519,0.799604231,-0.130376868,0.04856073,639.5914895,0.514358643,6.756584916,2.343968531,1956.674003,0.222292661,0.633501912,0.462012478,2965.20507,0.113421927,2.732293533,0.487908964
74,2,4,209.8839343,0.954775824,1.717091316,0.890586971,602.2099597,0.562834764,5.402661221,2.096844888,1865.308092,0.192960533,1.918360096,1.1130438,2873.960949,0.127812195,3.427594005,1.480574912
75,1,1,128.8366069,1.119625041,6.490488045,1.469138982,609.5471916,0.612621204,5.20598034,2.259210455,1764.556116,0.257509207,0.519152583,0.606003401,2857.765372,0.112042435,3.164010346,1.385520991
75,1,2,136.5761742,1.000584897,4.608738363,1.182615883,625.3940558,0.616708942,3.89374817,1.94153371,1764.837626,0.281021064,0.046354196,0.417895733,2891.562941,0.122772126,2.701089906,1.259897536
75,1,3,119.8931982,0.958230795,12.45553616,1.963815383,623.5656038,0.568467327,5.108297352,2.150285111,1705.171106,0.273850909,0.211806883,0.59876066,2824.315794,0.115839791,3.0181351,1.451174171
75,1,4,119.4884742,0.997624309,13.57872771,2.17788768,766.3405023,0.563823577,0.0552298,0.970299938,1718.372974,0.286381618,-0.394757459,0.79168056,2875.89037,0.14235067,0.371877017,0.860434783
75,2,1,133.3866722,1.096377775,9.38462724,1.958159375,603.6415195,0.634232966,5.124435387,2.268958052,1776.418153,0.256653195,0.498530432,0.539524109,2868.167533,0.120080198,2.347343849,1.150800797
75,2,2,129.965512,0.987573159,3.555615642,0.864590659,632.5529899,0.61463888,3.486534267,1.846095025,1783.654579,0.267851649,0.213407979,0.403915418,2921.405695,0.125637821,2.887935975,1.212372126
75,2,3,120.2699678,0.998246437,7.986334662,1.38135319,621.4273002,0.598052931,5.156956045,2.178593366,1749.670535,0.260132699,0.32418713,0.588396505,2859.809384,0.11353632,3.755753504,1.526282284
75,2,4,115.6010463,0.654329219,-1.193059964,-0.762265411,696.8154914,0.578420602,0.507013377,1.084528981,1734.309681,0.256460705,0.487726568,1.015990891,2939.68976,0.148131423,1.495733621,0.744641608
76,1,1,199.1211768,0.900340679,-1.369764023,0.070017066,602.3789746,0.487992655,4.957801485,1.716692924,1706.489804,0.261618335,-0.028627761,0.522633809,2796.756733,0.121617245,3.073108917,1.230933936
76,1,2,199.3943452,0.963913457,-0.921374547,0.31160087,612.6474828,0.520007937,6.091717251,1.959628239,1807.973358,0.264381177,-0.42287074,0.216446195,2856.532346,0.121599602,2.111733097,1.041210876
76,1,3,180.3798,0.927743088,-0.698581255,0.340844032,581.0412678,0.474494124,4.822590744,1.629075643,1693.956639,0.266137744,-0.223422718,0.544813669,2779.67962,0.11934433,1.818658166,1.087484584
76,1,4,217.6389159,1.287240256,2.192258719,1.522200577,600.7134526,0.505022846,3.449965209,1.582885154,1661.970362,0.278639515,0.306191142,0.957971232,2763.439372,0.141017647,1.598191708,0.355403294
76,2,1,186.447632,1.45575387,0.599566549,1.154270282,595.6417474,0.542625734,7.975857318,2.447097719,1808.789917,0.239774867,-0.080933125,0.395892238,2798.038195,0.129454424,2.030412116,1.022674072
76,2,2,203.2327523,1.086382538,-0.275279392,0.60695378,619.8682505,0.498733163,7.635948042,2.250239894,1854.508469,0.264584215,-0.52569038,0.107649846,2921.005117,0.122028879,1.538933729,0.937820076
76,2,3,169.6016988,1.117648959,1.970459332,1.126317127,595.4788236,0.558948437,7.57720848,2.381108024,1780.533153,0.268411425,-0.256840572,0.355360228,2857.878445,0.12828666,1.886681389,1.0298231
76,2,4,207.9738407,1.174360634,1.727590723,1.303252825,607.737938,0.565863048,6.167241563,2.234564775,1794.068388,0.238747152,0.619013966,0.85991115,2921.374974,0.126984432,1.426438877,0.605729675
77,1,1,96.85379632,0.977186146,17.29623829,1.944303475,617.2183351,0.555246389,4.096036003,2.043899135,1662.796049,0.279721369,0.23943818,0.718601996,2732.6258,0.145950373,2.58357206,1.578335717
77,1,2,103.4906291,1.050442013,19.05010067,2.831218753,631.1156145,0.613289933,2.443557604,1.672767238,1787.719273,0.282062042,-0.287046018,0.346481707,2868.030859,0.152286288,1.97668367,1.540291507
77,1,3,99.606322,1.090765482,20.76681612,2.729782314,645.4521466,0.564796978,3.271976252,1.907724085,1663.374248,0.296150951,0.038440525,0.774389511,2794.37353,0.142401037,2.914628342,1.643156098
77,1,4,96.37091788,0.931619889,-1.797414437,-0.063391925,610.1530038,0.658928326,2.424064649,1.685569548,1672.422694,0.302286875,-0.267537385,0.81216821,2836.131945,0.170645276,0.743219295,1.331947655
77,2,1,104.1363318,1.27639513,21.78908058,3.18231606,615.4713973,0.587936883,3.907215724,2.040595283,1660.030413,0.297215502,0.147190585,0.650855762,2718.373301,0.159948715,2.435294955,1.596687819
77,2,2,101.9922488,1.139633758,8.943736672,1.2994999,642.3202797,0.619131589,2.435748008,1.715249868,1765.774296,0.28543229,-0.071343881,0.497959074,2852.073253,0.162930706,1.832827538,1.538574375
77,2,3,110.3309797,1.224553174,20.33774053,3.483356617,639.1647326,0.603458476,3.311954037,1.950674586,1701.836885,0.282394482,0.313527095,0.729936033,2743.979354,0.157767932,2.908192307,1.69207559
77,2,4,101.6494814,1.069606899,20.98691439,2.512934629,632.0111426,0.634868716,1.750534881,1.516452165,1666.820458,0.306085239,0.435749673,1.092135553,2887.202257,0.160638312,1.230846723,1.505537587
78,1,1,115.0065045,1.235930981,16.1055517,2.89069297,569.205741,0.604204722,5.979984836,2.32588061,1644.98213,0.268256598,0.817050015,0.525542919,2576.970039,0.185177768,0.572913735,1.070473501
78,1,2,98.19081017,1.456081973,5.035526362,1.2796484,590.8927597,0.629412009,3.914245617,1.95934687,1749.520115,0.264076779,0.264517723,0.290521457,2717.366128,0.188696122,0.1607461,0.873906923
78,1,3,113.6728446,1.237403249,15.48444247,3.370313705,605.2012723,0.555494081,6.18172495,2.340673477,1639.936993,0.287917462,0.320842038,0.475574667,2606.288779,0.19574038,0.237377668,1.064950564
78,1,4,103.153711,1.173389745,26.09486029,4.014490488,592.2680863,0.616710307,2.312520497,1.578196403,1663.987813,0.289139162,-0.48849103,0.365242057,2604.52527,0.213013421,0.029478527,0.993609965
78,2,1,107.8522938,1.150341589,14.33654826,2.297502244,563.4102077,0.622783672,5.572328836,2.38173448,1685.686925,0.261171584,0.810270403,0.442033025,2632.964273,0.189734242,0.594840948,1.088844273
78,2,2,101.2387563,1.022390624,14.75006797,1.937904674,577.3100415,0.615025226,5.471227196,2.286832621,1780.169871,0.258808566,0.402506241,0.125948195,2751.164196,0.188692011,-0.000733962,0.834246065
78,2,3,114.5268994,1.142745182,14.21020475,3.19519164,553.5696937,0.594367992,9.686505277,3.042256775,1666.263898,0.270356513,0.86809913,0.531816429,2622.191363,0.195293731,0.522538309,1.110763798
78,2,4,94.21626703,0.968521012,23.39531674,2.444974826,578.5301839,0.60555893,5.310880341,2.427551457,1669.38084,0.284431431,0.148379605,0.713291477,2610.932144,0.225092879,0.136006408,1.002130249
79,1,1,214.9440704,0.89320801,-1.567768753,-0.020532895,635.0744765,0.570336685,3.979510891,1.765141422,1857.877224,0.248576967,0.353999303,0.259213755,2861.74102,0.136712773,1.799913861,0.896670416
79,1,2,215.5652909,0.797746843,-1.165140306,-0.114416349,617.4639415,0.623683853,4.118984899,1.845332703,1876.396884,0.264864102,0.135645381,0.156776142,2859.629882,0.149734017,1.394964309,0.727037753
79,1,3,209.1611796,0.751635318,-1.313284485,-0.287410373,646.6709345,0.515937775,3.145397311,1.392931978,1832.46206,0.233606955,0.358529907,0.235785946,2811.422758,0.135230637,2.511675237,1.063874195
79,1,4,206.5742854,0.741332529,-1.045062086,-0.262530665,653.0480618,0.550043324,2.631723177,1.343619952,1808.553716,0.242680449,0.126781005,0.672300676,2755.510044,0.144255498,1.236263218,1.150922418
79,2,1,220.2479158,0.777945675,-1.547447625,-0.305880701,621.1658533,0.528900982,6.400456458,2.033386497,1823.331658,0.250562198,0.463050708,0.273694421,2841.65001,0.134208814,2.247477666,0.698987069
79,2,2,228.8720149,0.696054894,-0.903846772,-0.384572136,591.233409,0.562129007,5.595626018,1.892394873,1836.697728,0.266898621,0.15146138,0.076810167,2834.912465,0.142106177,1.724652363,0.567636867
79,2,3,228.5552994,0.71767929,-0.617064204,-0.276714529,661.63398,0.526746531,3.793274531,1.560660947,1844.770046,0.239108833,0.364500113,0.326739751,2823.514647,0.140841696,1.961156833,0.79964561
79,2,4,211.5735773,0.675259432,-1.403453218,-0.571163876,633.7511438,0.58338336,2.133443439,1.179200593,1827.232157,0.260474899,-0.404315758,0.705369789,2854.020126,0.132641161,2.399238952,1.112074775
80,1,1,187.1997571,0.902889241,-0.27784135,0.206734874,595.8162285,0.635162344,5.764311914,2.393924181,1788.336465,0.26458625,0.765218354,0.533522474,2758.03299,0.144371181,4.235807734,1.859414883
80,1,2,211.6196784,0.774575829,0.118054041,0.112526949,600.3341895,0.581368922,6.381594248,2.349524233,1856.13073,0.257938922,0.622828143,0.32445951,2804.573345,0.145270487,4.051565407,1.666685786
80,1,3,193.6578201,0.706419918,1.258761048,0.117363911,612.3582325,0.559982595,7.426962709,2.600879264,1741.089741,0.263968396,1.329782948,0.807885552,2716.53498,0.130686333,6.112918708,2.189735941
80,1,4,227.4460682,0.678422951,1.947995657,0.465537075,652.551305,0.560032313,3.594183941,1.842176383,1759.6072,0.239858278,2.125830931,1.202885792,2814.461847,0.16001295,3.453773255,1.859270491
80,2,1,184.8447128,1.028101949,-0.948062077,0.314656128,618.3159908,0.632377852,4.751344954,2.162069249,1787.688985,0.268728724,0.581343104,0.515483846,2766.276561,0.153357201,2.858869434,1.60871068
80,2,2,215.6392198,0.825207687,-0.217590201,0.172558418,644.0694827,0.606440658,3.241556349,1.79281822,1872.160229,0.27457516,0.390619177,0.306353085,2849.363669,0.156101933,2.29699392,1.349501085
80,2,3,186.0819683,0.778089673,-0.104654062,-0.069872755,622.0412913,0.602777758,5.690287241,2.285058817,1790.302836,0.269570838,0.460921292,0.547302822,2758.540595,0.14256833,4.442947401,1.913806637
80,2,4,194.7575547,0.825364974,2.533397982,0.965426906,672.6170342,0.579487983,2.458398552,1.571531553,1755.982135,0.261250054,0.322780958,0.838846843,2859.742376,0.165247193,2.744337528,1.69269416
81,1,1,195.5714521,0.950038303,-0.534519013,0.322865254,658.8906742,0.5090843,4.490247121,1.77254543,1828.888365,0.269931682,-0.018156743,0.356556306,2856.989714,0.133384177,1.924566292,0.940993289
81,1,2,193.8782646,0.962851869,-0.230429284,0.408641053,660.8290387,0.523702418,3.100628664,1.487916792,1927.462008,0.265069713,-0.299819361,0.094661583,2937.185933,0.120908297,2.11296319,0.93917448
81,1,3,180.2119385,0.916180402,1.457963119,0.750547842,681.806603,0.512779102,4.424755207,1.709798362,1876.058145,0.276303148,-0.114224898,0.376638722,2865.611588,0.141519761,1.522775847,0.919968501
81,1,4,186.5369571,0.789786919,0.022093286,0.121415484,681.5797218,0.521818317,2.543274296,1.260285135,1848.161206,0.251610591,0.001939132,0.501601519,2863.587668,0.148278817,1.611462029,0.636190697
81,2,1,194.0660575,1.092819742,-0.823230656,0.487296125,636.2916663,0.456054848,6.413898233,1.990567436,1806.143194,0.248814902,0.194385692,0.330573025,2814.765142,0.129239184,2.012723164,1.005592355
81,2,2,198.4504099,0.929675122,0.229750179,0.52120556,673.0274395,0.504414431,2.526302629,1.251474699,1972.961257,0.253241643,-0.197464564,-0.050310618,2982.279034,0.112664792,1.824515365,0.5816825
81,2,3,173.1202253,0.976077508,0.519320348,0.597401507,665.4369493,0.502011785,4.246578672,1.644405017,1898.205191,0.265800584,-0.018955115,0.338168205,2935.667605,0.124807825,1.664295146,0.584048403
81,2,4,201.0878207,1.11486279,-0.076396871,0.672159916,636.1297144,0.445938644,1.76374093,1.056836899,1841.501522,0.212230217,0.235704709,0.497858048,2814.682011,0.116483401,1.61407272,0.757389325
82,1,1,131.7319959,0.760060216,4.493414599,0.507062031,611.5211377,0.597089405,4.37054972,2.040383725,1723.269921,0.230216002,1.144796765,0.749417382,2681.817909,0.15534984,2.162773307,1.323511315
82,1,2,131.393025,0.820509447,3.069435323,0.448630317,639.7059971,0.648466842,2.17753826,1.623643004,1768.691674,0.260753331,0.339355386,0.415388929,2777.099067,0.165337862,1.693772216,1.227107552
82,1,3,133.1703207,0.874986856,8.446772571,1.438781186,615.8236728,0.603150068,3.978889239,1.990742539,1688.851024,0.25243623,0.980612387,0.843634511,2729.061057,0.154580588,2.042087352,1.270836458
82,1,4,134.0509531,0.750569104,-1.366789074,-0.36569951,658.2232314,0.705964071,0.437509608,1.2333046,1762.684037,0.243618007,-0.041920986,0.74277253,2786.623866,0.202138221,0.647101085,1.144425082
82,2,1,127.9769552,0.800988145,7.011984121,0.98661016,650.8840445,0.584080887,3.4453702,1.805573683,1720.546915,0.250839246,0.694646225,0.600975671,2714.650482,0.157524663,1.847022512,1.257837135
